entity_id,name,tier,county,website,email,phone,notes
mun-city-of-panama-city,City of Panama City,municipality,Bay,http://www.panamacity.gov,citymanager@panamacity.gov,(850) 872-3010,Florida League of Cities directory
mun-city-of-panama-city-beach,City of Panama City Beach,municipality,Bay,http://www.pcbfl.gov,stuart.tettemer@pcbfl.gov,(850) 233-5100,Florida League of Cities directory
mun-city-of-parker,City of Parker,municipality,Bay,http://www.cityofparker.com,clerk@cityofparker.com,(850) 871-4104,Florida League of Cities directory
mun-city-of-parkland,City of Parkland,municipality,Broward,http://www.cityofparkland.org,nmorando@cityofparkland.org,(954) 753-5040,Florida League of Cities directory
mun-city-of-paxton,City of Paxton,municipality,Walton,https://paxtonfl.net/,jwilliams@paxtonfl.net,(850) 834-2489,Florida League of Cities directory
mun-town-of-pembroke-park,Town of Pembroke Park,municipality,Broward,http://www.townofpembrokepark.com,townclerk@tppfl.gov,(954) 966-4600,Florida League of Cities directory
mun-city-of-pembroke-pines,City of Pembroke Pines,municipality,Broward,http://www.ppines.com,krichards@ppines.com,(954) 450-1060,Florida League of Cities directory
mun-town-of-penney-farms,Town of Penney Farms,municipality,Clay,http://www.penneyfarmsfl.org,penneyfarms@bellsouth.net,(904) 529-9078,Florida League of Cities directory
mun-city-of-pensacola,City of Pensacola,municipality,Escambia,http://www.cityofpensacola.com,eburnett@cityofpensacola.com,(850) 435-1606,Florida League of Cities directory
mun-city-of-perry,City of Perry,municipality,Taylor,https://www.cityofperry.net/,hr@cityofperry.net,(850) 584-7161,Florida League of Cities directory
mun-town-of-pierson,Town of Pierson,municipality,Volusia,http://www.townofpierson.org,info@townofpierson.org,(386) 749-2661,Florida League of Cities directory
mun-village-of-pinecrest,Village of Pinecrest,municipality,Miami-Dade,http://www.pinecrest-fl.gov,clerk@pinecrest-fl.gov,(305) 234-2121,Florida League of Cities directory
mun-city-of-pinellas-park,City of Pinellas Park,municipality,Pinellas,http://www.pinellas-park.com,bdiebold@pinellas-park.com,(727) 369-0619,Florida League of Cities directory
mun-city-of-plant-city,City of Plant City,municipality,Hillsborough,http://www.plantcitygov.com,jnavarro@plantcitygov.com,(813) 659-4257,Florida League of Cities directory
mun-city-of-plantation,City of Plantation,municipality,Broward,http://www.plantation.org,abeggerow@plantation.org,(954) 797-2200,Florida League of Cities directory
mun-city-of-polk-city,City of Polk City,municipality,Polk,http://www.mypolkcity.org,patricia.jackson@mypolkcity.org,(863) 984-1375,Florida League of Cities directory
mun-town-of-pomona-park,Town of Pomona Park,municipality,Putnam,http://pomonapark.com,townclerk@pomonapark.com,(386) 649-4902,Florida League of Cities directory
mun-city-of-pompano-beach,City of Pompano Beach,municipality,Broward,http://www.pompanobeachfl.gov,shelley.bartholomew@copbfl.com,(954) 786-4601,Florida League of Cities directory
mun-town-of-ponce-de-leon,Town of Ponce De Leon,municipality,Holmes,,townpdl@gmail.com,(850) 836-4361,Florida League of Cities directory
mun-town-of-ponce-inlet,Town of Ponce Inlet,municipality,Volusia,http://www.ponce-inlet.org,mdisher@ponce-inlet.org,(386) 236-2150,Florida League of Cities directory
mun-city-of-port-orange,City of Port Orange,municipality,Volusia,http://www.port-orange.org,wclark@port-orange.org,(386) 506-5563,Florida League of Cities directory
mun-city-of-port-richey,City of Port Richey,municipality,Pasco,http://www.cityofportrichey.com,a.mcdonough@cityofportrichey.gov,(727) 816-1900,Florida League of Cities directory
mun-city-of-port-st-joe,City of Port St. Joe,municipality,Gulf,http://www.cityofportstjoe.com,janderson@psj.fl.gov,(850) 229-8261,Florida League of Cities directory
mun-city-of-port-st-lucie,City of Port St. Lucie,municipality,Saint Lucie,http://www.cityofpsl.com,deliam@cityofpsl.com,(772) 871-5163,Florida League of Cities directory
mun-city-of-punta-gorda,City of Punta Gorda,municipality,Charlotte,http://www.ci.punta-gorda.fl.us,pgclerk@pgorda.us,(941) 575-3369,Florida League of Cities directory
mun-city-of-quincy,City of Quincy,municipality,Gadsden,http://www.myquincy.net,jbrunson@myquincy.net,(850) 618-0020,Florida League of Cities directory
mun-town-of-raiford,Town of Raiford,municipality,,,townofraiford@windstream.net,(386) 431-1144,Florida League of Cities directory
mun-town-of-reddick,Town of Reddick,municipality,Marion,http://www.townofreddick.com,townofreddick@windstream.net,(352) 591-4095,Florida League of Cities directory
mun-town-of-redington-beach,Town of Redington Beach,municipality,Pinellas,http://www.townofredingtonbeach.com,townclerk@townofredingtonbeach.com,(727) 391-3875,Florida League of Cities directory
mun-town-of-redington-shores,Town of Redington Shores,municipality,Pinellas,http://www.townofredingtonshores.com,info@townofredingtonshores.com,(727) 397-5538,Florida League of Cities directory
mun-city-of-riviera-beach,City of Riviera Beach,municipality,Palm Beach,http://www.rivierabch.com,jevans@rivierabeach.org,(561) 845-4000,Florida League of Cities directory
mun-city-of-rockledge,City of Rockledge,municipality,Brevard,http://www.cityofrockledge.org,jlevasseur@cityofrockledge.org,(321) 221-7540,Florida League of Cities directory
mun-village-of-royal-palm-beach,Village of Royal Palm Beach,municipality,Palm Beach,http://www.royalpalmbeachfl.gov,rliggins@royalpalmbeachfl.gov,(561) 790-5100,Florida League of Cities directory
mun-city-of-safety-harbor,City of Safety Harbor,municipality,Pinellas,http://www.cityofsafetyharbor.com,rtelesca@cityofsafetyharbor.com,(727) 724-1555,Florida League of Cities directory
mun-city-of-san-antonio,City of San Antonio,municipality,Pasco,http://www.sanantonioflorida.org,cityclerk@sanantonioflorida.org,(352) 588-2127,Florida League of Cities directory
mun-city-of-sanford,City of Sanford,municipality,Seminole,http://www.sanfordfl.gov,nbonaparte@sanfordfl.gov,(407) 688-5000,Florida League of Cities directory
mun-city-of-sanibel,City of Sanibel,municipality,Lee,http://www.mysanibel.com,sancouncil@mysanibel.com,(239) 472-3700,Florida League of Cities directory
mun-city-of-sarasota,City of Sarasota,municipality,Sarasota,http://www.sarasotafl.gov,shayla.griggs@sarasotafl.gov,(941) 365-2200,Florida League of Cities directory
mun-city-of-satellite-beach,City of Satellite Beach,municipality,Brevard,http://www.satellitebeachfl.org,sosmer@satellitebeach.org,(321) 773-4407,Florida League of Cities directory
mun-village-of-sea-ranch-lakes,Village of Sea Ranch Lakes,municipality,Broward,http://www.searanchlakesfl.org,spaton@vsrl.us,(954) 943-8862,Florida League of Cities directory
mun-city-of-sebastian,City of Sebastian,municipality,Indian River,http://www.cityofsebastian.org,city@cityofsebastian.org,(772) 589-5330,Florida League of Cities directory
mun-city-of-sebring,City of Sebring,municipality,Highlands,http://www.mysebring.com,kathyhaley@mysebring.com,(863) 471-5100,Florida League of Cities directory
mun-city-of-seminole,City of Seminole,municipality,Pinellas,http://www.myseminole.com,atoneydeal@myseminole.com,(727) 391-0204,Florida League of Cities directory
mun-town-of-sewall-s-point,Town of Sewall's Point,municipality,Martin,http://www.sewallspoint.org,rdaniels@sewallspoint.org,(772) 287-2455,Florida League of Cities directory
mun-town-of-shalimar,Town of Shalimar,municipality,Okaloosa,http://www.shalimarflorida.org,clerk@shalimarflorida.org,(850) 651-5723,Florida League of Cities directory
mun-town-of-sneads,Town of Sneads,municipality,Jackson,http://www.sneadsfl.com,info@sneadsfl.com,(850) 593-6636,Florida League of Cities directory
mun-city-of-sopchoppy,City of Sopchoppy,municipality,Wakulla,http://www.sopchoppy.org,ashley.schilling@sopchoppy.org,(850) 962-4611,Florida League of Cities directory
mun-city-of-south-bay,City of South Bay,municipality,Palm Beach,http://www.southbaycity.com,sbcityclerk@southbaycity.com,(561) 996-6751,Florida League of Cities directory
mun-city-of-south-daytona,City of South Daytona,municipality,Volusia,http://www.southdaytona.org,bwitte@southdaytona.org,(386) 322-3000,Florida League of Cities directory
mun-city-of-south-miami,City of South Miami,municipality,Miami-Dade,http://www.southmiamifl.gov,npayne@southmiamifl.gov,(305) 663-6340,Florida League of Cities directory
mun-town-of-south-palm-beach,Town of South Palm Beach,municipality,Palm Beach,http://www.southpalmbeach.com,ydavenport@southpalmbeach.com,(561) 588-8889,Florida League of Cities directory
mun-city-of-south-pasadena,City of South Pasadena,municipality,Pinellas,http://mysouthpasadena.com,cityhall@mysouthpasadena.com,(727) 347-4171,Florida League of Cities directory
mun-town-of-southwest-ranches,Town of Southwest Ranches,municipality,Broward,http://www.southwestranches.org,rmuniz@southwestranches.org,(954) 434-0008,Florida League of Cities directory
mun-city-of-springfield,City of Springfield,municipality,Bay,https://www.springfieldfl.net/,rhammond@springfield.fl.gov,(850) 872-7570,Florida League of Cities directory
mun-city-of-st-augustine,City of St. Augustine,municipality,Saint Johns,http://www.CityStAug.com,cosa@citystaug.com,(904) 825-1006,Florida League of Cities directory
mun-city-of-st-augustine-beach,City of St. Augustine Beach,municipality,Saint Johns,http://www.staugbch.com,sabadmin@cityofsab.org,(904) 471-2122,Florida League of Cities directory
mun-city-of-st-cloud,City of St. Cloud,municipality,Osceola,http://www.stcloudfl.gov,citymanager@stcloudfl.gov,(407) 957-7300,Florida League of Cities directory
mun-town-of-st-leo,Town of St. Leo,municipality,Pasco,http://www.townofstleo.org,townclerk@townofstleo.org,(352) 588-2622,Florida League of Cities directory
mun-town-of-st-lucie-village,Town of St. Lucie Village,municipality,Saint Lucie,http://stlucievillagefl.gov,paulette.burgess@stlucievillagefl.gov,(772) 295-7174,Florida League of Cities directory
mun-city-of-st-marks,City of St. Marks,municipality,Wakulla,http://www.cityofstmarks.com,kgatewood@cityofstmarks.com,(850) 925-6224,Florida League of Cities directory
mun-city-of-st-pete-beach,City of St. Pete Beach,municipality,Pinellas,http://www.stpetebeach.org,cityclerk@stpetebeach.org,(727) 363-9220,Florida League of Cities directory
mun-city-of-st-petersburg,City of St. Petersburg,municipality,Pinellas,http://www.stpete.org,chandrahasa.srinivasa@stpete.org,(727) 893-7171,Florida League of Cities directory | MFMP-registered (VIP org id 50000004)
mun-city-of-starke,City of Starke,municipality,Bradford,http://www.cityofstarke.org,dmullins@cityofstarke.org,(904) 964-5027,Florida League of Cities directory
mun-city-of-stuart,City of Stuart,municipality,Martin,http://cityofstuart.us,mkindel@ci.stuart.fl.us,(772) 288-5312,Florida League of Cities directory
mun-city-of-sunny-isles-beach,City of Sunny Isles Beach,municipality,Miami-Dade,http://www.sibfl.net,ssimpson@sibfl.net,(305) 792-1776,Florida League of Cities directory
mun-city-of-sunrise,City of Sunrise,municipality,Broward,http://www.sunrisefl.gov,mlubelski@sunrisefl.gov,(954) 741-2580,Florida League of Cities directory
mun-town-of-surfside,Town of Surfside,municipality,Miami-Dade,http://www.townofsurfsidefl.gov,smccready@townofsurfsidefl.gov,(305) 861-4863,Florida League of Cities directory
mun-city-of-sweetwater,City of Sweetwater,municipality,Miami-Dade,http://www.cityofsweetwater.fl.gov,cgarcia@cityofsweetwater.fl.gov,(305) 221-0411,Florida League of Cities directory
mun-city-of-tallahassee,City of Tallahassee,municipality,Leon,http://www.talgov.com,jim.cooke@talgov.com,(850) 891-8200,Florida League of Cities directory
mun-city-of-tamarac,City of Tamarac,municipality,Broward,http://www.tamarac.org,cityclerk@tamarac.org,(954) 597-3505,Florida League of Cities directory
mun-city-of-tampa,City of Tampa,municipality,Hillsborough,http://www.tampagov.net,ian.whitney@tampagov.net,(813) 274-8016,Florida League of Cities directory
mun-city-of-tarpon-springs,City of Tarpon Springs,municipality,Pinellas,http://www.ctsfl.us,boc@ctsfl.us,(727) 938-3711,Florida League of Cities directory
mun-city-of-tavares,City of Tavares,municipality,Lake,http://www.tavares.org,susie.novak@tavaresfl.gov,(352) 742-6209,Florida League of Cities directory
mun-city-of-temple-terrace,City of Temple Terrace,municipality,Hillsborough,http://www.templeterrace.gov,lsader@templeterrace.gov,(813) 506-6400,Florida League of Cities directory
mun-village-of-tequesta,Village of Tequesta,municipality,Palm Beach,http://www.tequesta.org,lmcwilliams@tequesta.org,(561) 768-0700,Florida League of Cities directory
mun-city-of-titusville,City of Titusville,municipality,Brevard,http://www.titusville.com,virginia.blaylock@titusville.com,(321) 567-3686,Florida League of Cities directory
mun-city-of-treasure-island,City of Treasure Island,municipality,Pinellas,http://www.mytreasureisland.org,cityhall@mytreasureisland.org,(727) 547-4575,Florida League of Cities directory
mun-city-of-trenton,City of Trenton,municipality,Gilchrist,http://www.trentonflorida.org,citymanager@trentonflorida.org,(352) 463-4000,Florida League of Cities directory
mun-city-of-umatilla,City of Umatilla,municipality,Lake,http://www.umatillafl.org,jburnham@umatillafl.org,(352) 669-3125,Florida League of Cities directory
mun-city-of-valparaiso,City of Valparaiso,municipality,Okaloosa,http://www.valp.org,cityclerk@valp.org,(850) 729-5402,Florida League of Cities directory
mun-city-of-venice,City of Venice,municipality,Sarasota,http://www.venicegov.com,jclinch@venicefl.gov,(941) 486-2626,Florida League of Cities directory
mun-city-of-vernon,City of Vernon,municipality,Washington,http://www.vernonflorida.net,clerk@vernonfl.com,(850) 535-2444,Florida League of Cities directory
mun-city-of-vero-beach,City of Vero Beach,municipality,Indian River,http://www.covb.org,cityclrk@covb.org,(772) 978-5151,Florida League of Cities directory
mun-village-of-virginia-gardens,Village of Virginia Gardens,municipality,Miami-Dade,http://www.virginiagardens-fl.gov,mfernandez@virginiagardens-fl.gov,(305) 871-6104,Florida League of Cities directory
mun-city-of-waldo,City of Waldo,municipality,Alachua,http://waldo-fl.com,kim@waldo-fl.com,(352) 468-1001,Florida League of Cities directory
mun-city-of-wauchula,City of Wauchula,municipality,Hardee,http://www.cityofwauchula.com,scamacho@cityofwauchula.com,(863) 773-3131,Florida League of Cities directory
mun-town-of-wausau,Town of Wausau,municipality,Washington,http://www.wausauflorida.net,townofwausau@bellsouth.net,(850) 638-1781,Florida League of Cities directory
mun-city-of-webster,City of Webster,municipality,Sumter,http://www.websterfl.com/,cityhall@websterfl.com,(352) 793-2073,Florida League of Cities directory
mun-town-of-welaka,Town of Welaka,municipality,Putnam,http://www.welaka-fl.gov,townclerk@welaka-fl.gov,(386) 467-9800,Florida League of Cities directory
mun-village-of-wellington,Village of Wellington,municipality,Palm Beach,http://www.wellingtonfl.gov,chall@wellingtonfl.gov,(561) 791-4000,Florida League of Cities directory
mun-city-of-west-melbourne,City of West Melbourne,municipality,Brevard,http://www.westmelbourne.gov,info@westmelbourne.gov,(321) 837-7771,Florida League of Cities directory
mun-city-of-west-miami,City of West Miami,municipality,Miami-Dade,http://www.cityofwestmiamifl.com,esilra@cityofwestmiami.org,(305) 266-1122,Florida League of Cities directory
